,variable,value
5432,ENDUSE,OTHER GOODS
5433,ENDUSE,OTHER GOODS
5434,ENDUSE,OTHER GOODS
5435,ENDUSE,OTHER GOODS
5436,ENDUSE,OTHER GOODS
5437,ENDUSE,OTHER GOODS
5438,ENDUSE,OTHER GOODS
5439,ENDUSE,OTHER GOODS
5440,ENDUSE,OTHER GOODS
5441,ENDUSE,OTHER GOODS
5442,ENDUSE,OTHER GOODS
5443,ENDUSE,OTHER GOODS
5444,ENDUSE,OTHER GOODS
5445,ENDUSE,OTHER GOODS
5446,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5447,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5448,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5449,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5450,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5451,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5452,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5453,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5454,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5455,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5456,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5457,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5458,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5459,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5460,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5461,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5462,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5463,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5464,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5465,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5466,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5467,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5468,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5469,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5470,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5471,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5472,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5473,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5474,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5475,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5476,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5477,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5478,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5479,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5480,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5481,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5482,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5483,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5484,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5485,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5486,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5487,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5488,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5489,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5490,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5491,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5492,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5493,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5494,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5495,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5496,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5497,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5498,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5499,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5500,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5501,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5502,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5503,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5504,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5505,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5506,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5507,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5508,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5509,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5510,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5511,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5512,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5513,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5514,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5515,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5516,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5517,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5518,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5519,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5520,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5521,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5522,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5523,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5524,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5525,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5526,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5527,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5528,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5529,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5530,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5531,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5532,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5533,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5534,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5535,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5536,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5537,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5538,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5539,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5540,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5541,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5542,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5543,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5544,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5545,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5546,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5547,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5548,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5549,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5550,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5551,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5552,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5553,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5554,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5555,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5556,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5557,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5558,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5559,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5560,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5561,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5562,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5563,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5564,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5565,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5566,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5567,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5568,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5569,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5570,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5571,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5572,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5573,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5574,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5575,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5576,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5577,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5578,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5579,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5580,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5581,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5582,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5583,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5584,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5585,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5586,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5587,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5588,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5589,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5590,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5591,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5592,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5593,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5594,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5595,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5596,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5597,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5598,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5599,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5600,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5601,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5602,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5603,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5604,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5605,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5606,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5607,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5608,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5609,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5610,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5611,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5612,ENDUSE,CONSUMER GOODS
5613,ENDUSE,CONSUMER GOODS
5614,ENDUSE,CONSUMER GOODS
5615,ENDUSE,CONSUMER GOODS
5616,ENDUSE,CONSUMER GOODS
5617,ENDUSE,CONSUMER GOODS
5618,ENDUSE,CONSUMER GOODS
5619,ENDUSE,CONSUMER GOODS
5620,ENDUSE,CONSUMER GOODS
5621,ENDUSE,CONSUMER GOODS
5622,ENDUSE,CONSUMER GOODS
5623,ENDUSE,CONSUMER GOODS
5624,ENDUSE,CONSUMER GOODS
5625,ENDUSE,CONSUMER GOODS
5626,ENDUSE,CONSUMER GOODS
5627,ENDUSE,CONSUMER GOODS
5628,ENDUSE,CONSUMER GOODS
5629,ENDUSE,CONSUMER GOODS
5630,ENDUSE,CONSUMER GOODS
5631,ENDUSE,CONSUMER GOODS
5632,ENDUSE,CONSUMER GOODS
5633,ENDUSE,CONSUMER GOODS
5634,ENDUSE,CONSUMER GOODS
5635,ENDUSE,CONSUMER GOODS
5636,ENDUSE,CONSUMER GOODS
5637,ENDUSE,CONSUMER GOODS
5638,ENDUSE,CONSUMER GOODS
5639,ENDUSE,CONSUMER GOODS
5640,ENDUSE,CONSUMER GOODS
5641,ENDUSE,CONSUMER GOODS
5642,ENDUSE,CONSUMER GOODS
5643,ENDUSE,CONSUMER GOODS
5644,ENDUSE,CONSUMER GOODS
5645,ENDUSE,CONSUMER GOODS
5646,ENDUSE,CONSUMER GOODS
5647,ENDUSE,CONSUMER GOODS
5648,ENDUSE,CONSUMER GOODS
5649,ENDUSE,CONSUMER GOODS
5650,ENDUSE,CONSUMER GOODS
5651,ENDUSE,CONSUMER GOODS
5652,ENDUSE,CONSUMER GOODS
5653,ENDUSE,CONSUMER GOODS
5654,ENDUSE,OTHER GOODS
5655,ENDUSE,OTHER GOODS
5656,ENDUSE,OTHER GOODS
5657,ENDUSE,OTHER GOODS
5658,ENDUSE,OTHER GOODS
5659,ENDUSE,OTHER GOODS
5660,ENDUSE,OTHER GOODS
5661,ENDUSE,OTHER GOODS
5662,ENDUSE,OTHER GOODS
5663,ENDUSE,OTHER GOODS
5664,ENDUSE,OTHER GOODS
5665,ENDUSE,OTHER GOODS
5666,ENDUSE,OTHER GOODS
5667,ENDUSE,OTHER GOODS
5668,ENDUSE,OTHER GOODS
5669,ENDUSE,OTHER GOODS
5670,ENDUSE,OTHER GOODS
5671,ENDUSE,OTHER GOODS
5672,ENDUSE,OTHER GOODS
5673,ENDUSE,OTHER GOODS
5674,ENDUSE,OTHER GOODS
5675,ENDUSE,OTHER GOODS
5676,ENDUSE,OTHER GOODS
5677,ENDUSE,OTHER GOODS
5678,ENDUSE,OTHER GOODS
5679,ENDUSE,OTHER GOODS
5680,ENDUSE,OTHER GOODS
5681,ENDUSE,OTHER GOODS
5682,ENDUSE,OTHER GOODS
5683,ENDUSE,OTHER GOODS
5684,ENDUSE,OTHER GOODS
5685,ENDUSE,OTHER GOODS
5686,ENDUSE,OTHER GOODS
5687,ENDUSE,OTHER GOODS
5688,ENDUSE,OTHER GOODS
5689,ENDUSE,OTHER GOODS
5690,ENDUSE,OTHER GOODS
5691,ENDUSE,OTHER GOODS
5692,ENDUSE,OTHER GOODS
5693,ENDUSE,OTHER GOODS
5694,ENDUSE,OTHER GOODS
5695,ENDUSE,OTHER GOODS
5696,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5697,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5698,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5699,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5700,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5701,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5702,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5703,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5704,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5705,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5706,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5707,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5708,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5709,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5710,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5711,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5712,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5713,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5714,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5715,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5716,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5717,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5718,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5719,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5720,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5721,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5722,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5723,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5724,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5725,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5726,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5727,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5728,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5729,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5730,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5731,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5732,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5733,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5734,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5735,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
5736,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5737,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5738,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5739,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5740,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5741,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5742,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5743,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5744,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5745,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5746,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5747,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5748,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5749,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5750,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5751,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5752,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5753,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5754,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5755,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5756,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5757,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5758,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5759,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5760,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5761,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5762,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5763,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5764,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5765,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5766,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5767,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5768,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5769,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5770,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5771,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5772,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5773,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5774,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5775,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5776,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5777,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
5778,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5779,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5780,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5781,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5782,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5783,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5784,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5785,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5786,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5787,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5788,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5789,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5790,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5791,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5792,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5793,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5794,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5795,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5796,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5797,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5798,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5799,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5800,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5801,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5802,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5803,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5804,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5805,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5806,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5807,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5808,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5809,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5810,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5811,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5812,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5813,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5814,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5815,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5816,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5817,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5818,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5819,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5820,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
5821,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5822,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5823,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5824,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5825,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5826,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5827,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5828,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5829,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5830,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5831,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5832,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5833,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5834,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5835,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5836,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5837,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5838,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5839,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5840,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5841,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5842,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5843,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5844,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5845,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5846,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5847,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5848,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5849,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5850,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
5851,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
