ENDUSE,District,Weight,Value,Item_Count,Date
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",70389039,2451482655,48176,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",5801487,97333819,3893,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",50087700,1297302661,26678,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",519415,726504005,18243,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",555796,179410023,6040,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",12489444,288744779,8802,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",47213,197377725,10015,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",14783937,271540481,12630,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",0,8223800,403,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",1767249,36197243,2071,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",9537211,1133936705,45257,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",102539939,5224702994,165799,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",47086536,3598775617,186598,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",33369403,328351080,12581,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",4832159,75790104,1864,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,6190,44758,4,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",19182998,491581133,13877,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",125671242,1540551393,29398,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",2855,86442433,2984,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",38741891,1432359043,40089,2020-04-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,59603,3,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",14084,16959712,2515,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,7889551,691,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",3547167,99215687,652,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",0,353749667,5885,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",7364551,309138343,7713,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,33418244,1595,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",769291,51259192,3340,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",67669828,899473470,37269,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",8725972,633414786,7155,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",32630957,225414736,7246,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",5461118,24315704,1814,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",69020185,421834005,23036,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",87019213,1219922000,29969,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",16295773,628680750,8352,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",24655508,136601172,4412,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",23845951,254406583,14833,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1735627,1021506222,46357,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",1795415,138348016,9449,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",2245500,503159977,7666,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",227650,25024873,1539,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",198888622,1953512065,56847,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",20803541,711664330,11409,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",8170464,580603984,1208,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",21431305,334619111,7149,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,3123000,275,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",261768,14247671,266,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",2101904,27035009,1206,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,30434601,1971,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",4567005,42751762,3266,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",0,348527,9,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",29423,2340602,144,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",16462049,714140550,35556,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",57457011,483483639,25497,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,48451,143670,19,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",37619256,367618704,11987,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",14120596,58157607,3753,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",2286861,40309795,705,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",8548339,62681225,4474,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",20496754,260227440,10004,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",0,1659956,96,2020-04-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",23627201,112372996,6867,2020-04-01
CONSUMER GOODS,"PORTLAND, ME",814598,420362365,2220,2020-04-01
CONSUMER GOODS,"ST. ALBANS, VT",0,28884698,2814,2020-04-01
CONSUMER GOODS,"BOSTON, MA",17767989,196940484,10688,2020-04-01
CONSUMER GOODS,"PROVIDENCE, RI",3435,123389,12,2020-04-01
CONSUMER GOODS,"OGDENSBURG, NY",0,252000280,16560,2020-04-01
CONSUMER GOODS,"BUFFALO, NY",580200,393410813,26065,2020-04-01
CONSUMER GOODS,"NEW YORK CITY, NY",393395325,4900270104,195067,2020-04-01
CONSUMER GOODS,"PHILADELPHIA, PA",23899618,1280810437,21435,2020-04-01
CONSUMER GOODS,"BALTIMORE, MD",55076768,478710599,22667,2020-04-01
CONSUMER GOODS,"NORFOLK, VA",132502986,756608593,42705,2020-04-01
CONSUMER GOODS,"WILMINGTON, NC",21353631,185552903,14062,2020-04-01
CONSUMER GOODS,"CHARLESTON, SC",104281669,807860937,42059,2020-04-01
CONSUMER GOODS,"SAVANNAH, GA",309618141,3202845077,133709,2020-04-01
CONSUMER GOODS,"TAMPA, FL",35704833,534192589,16496,2020-04-01
CONSUMER GOODS,"MOBILE, AL",29338066,144228464,12676,2020-04-01
CONSUMER GOODS,"NEW ORLEANS, LA",49369861,1314815593,62051,2020-04-01
CONSUMER GOODS,"PORT ARTHUR, TX",1116,333102,6,2020-04-01
CONSUMER GOODS,"LAREDO, TX",474838,1120538362,124690,2020-04-01
CONSUMER GOODS,"EL PASO, TX",3168459,221031897,33255,2020-04-01
CONSUMER GOODS,"SAN FRANCISCO, CA",101129222,686219257,51545,2020-04-01
CONSUMER GOODS,"SAN DIEGO, CA",882315,478000100,34701,2020-04-01
CONSUMER GOODS,"NOGALES, AZ",8166273,60017212,7541,2020-04-01
CONSUMER GOODS,"LOS ANGELES, CA",1085463724,7655844288,502183,2020-04-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",8854197,50497583,4964,2020-04-01
CONSUMER GOODS,"SEATTLE, WA",134634212,1065362153,72535,2020-04-01
CONSUMER GOODS,"ANCHORAGE, AK",0,61221730,5467,2020-04-01
CONSUMER GOODS,"HONOLULU, HI",2318469,27153832,2678,2020-04-01
CONSUMER GOODS,"GREAT FALLS, MT",19276795,137039148,11830,2020-04-01
CONSUMER GOODS,"PEMBINA, ND",2678,157092528,7472,2020-04-01
CONSUMER GOODS,"MINNEAPOLIS, MN",16350096,140411108,10058,2020-04-01
CONSUMER GOODS,"DULUTH, MN",0,56576487,6000,2020-04-01
CONSUMER GOODS,"MILWAUKEE, WI",325724,8637699,867,2020-04-01
CONSUMER GOODS,"DETROIT, MI",5498287,1366686982,41755,2020-04-01
CONSUMER GOODS,"CHICAGO, IL",124099089,7786262781,99157,2020-04-01
CONSUMER GOODS,"CLEVELAND, OH",69818661,2238115814,105007,2020-04-01
CONSUMER GOODS,"ST. LOUIS, MO",46575739,303650181,21874,2020-04-01
CONSUMER GOODS,"SAN JUAN, PR",13000136,1005159164,3136,2020-04-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,53743,2401503,139,2020-04-01
CONSUMER GOODS,"MIAMI, FL",50156596,672932385,51332,2020-04-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",136960000,585873318,40097,2020-04-01
CONSUMER GOODS,"WASHINGTON, DC",518495,454502456,1000,2020-04-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",65113992,958527897,35855,2020-04-01
OTHER GOODS,"PORTLAND, ME",0,11495344,410,2020-04-01
OTHER GOODS,"ST. ALBANS, VT",0,11484259,690,2020-04-01
OTHER GOODS,"BOSTON, MA",1815024,128243314,1420,2020-04-01
OTHER GOODS,"PROVIDENCE, RI",0,89820,7,2020-04-01
OTHER GOODS,"OGDENSBURG, NY",0,73444134,3264,2020-04-01
OTHER GOODS,"BUFFALO, NY",20647,139544513,6421,2020-04-01
OTHER GOODS,"NEW YORK CITY, NY",20262376,740210097,6041,2020-04-01
OTHER GOODS,"PHILADELPHIA, PA",4378446,78331284,1396,2020-04-01
OTHER GOODS,"BALTIMORE, MD",689132,27045425,192,2020-04-01
OTHER GOODS,"NORFOLK, VA",2847123,36904869,623,2020-04-01
OTHER GOODS,"WILMINGTON, NC",1068661,381926916,481,2020-04-01
OTHER GOODS,"CHARLESTON, SC",3405347,45757233,673,2020-04-01
OTHER GOODS,"SAVANNAH, GA",6661243,192919014,3472,2020-04-01
OTHER GOODS,"TAMPA, FL",790410,16238179,394,2020-04-01
OTHER GOODS,"MOBILE, AL",302755,5699900,337,2020-04-01
OTHER GOODS,"NEW ORLEANS, LA",5446940,380332482,16695,2020-04-01
OTHER GOODS,"LAREDO, TX",104683,192709702,10873,2020-04-01
OTHER GOODS,"EL PASO, TX",17357,52116541,3600,2020-04-01
OTHER GOODS,"SAN DIEGO, CA",0,126090473,7697,2020-04-01
OTHER GOODS,"NOGALES, AZ",42639,86817876,5254,2020-04-01
OTHER GOODS,"LOS ANGELES, CA",7567444,240792081,6132,2020-04-01
OTHER GOODS,"ANCHORAGE, AK",0,105545765,1776,2020-04-01
OTHER GOODS,"SAN FRANCISCO, CA",2843996,157638165,4603,2020-04-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",171528,4903960,304,2020-04-01
OTHER GOODS,"SEATTLE, WA",2763850,132497649,5229,2020-04-01
OTHER GOODS,"HONOLULU, HI",13525,21598126,713,2020-04-01
OTHER GOODS,"GREAT FALLS, MT",408958,118876499,3129,2020-04-01
OTHER GOODS,"PEMBINA, ND",0,90061908,3784,2020-04-01
OTHER GOODS,"MINNEAPOLIS, MN",625018,14321191,740,2020-04-01
OTHER GOODS,"DULUTH, MN",0,2876387,56,2020-04-01
OTHER GOODS,"MILWAUKEE, WI",44388,3716790,84,2020-04-01
OTHER GOODS,"DETROIT, MI",165577,266094446,10546,2020-04-01
OTHER GOODS,"CHICAGO, IL",5406275,1890528507,7973,2020-04-01
OTHER GOODS,"CLEVELAND, OH",2046280,352248341,14883,2020-04-01
OTHER GOODS,"ST. LOUIS, MO",1912890,30804162,1641,2020-04-01
OTHER GOODS,"SAN JUAN, PR",430182,17135552,188,2020-04-01
OTHER GOODS,U.S. VIRGIN ISLANDS,121786,181865,5,2020-04-01
OTHER GOODS,"MIAMI, FL",9978998,229110614,4530,2020-04-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",9453758,179442170,1714,2020-04-01
OTHER GOODS,"WASHINGTON, DC",0,10047566,199,2020-04-01
OTHER GOODS,"DALLAS-FORT WORTH, TX",535659,348739372,3915,2020-04-01
OTHER GOODS,LOW VALUE,0,1172469468,217,2020-04-01
"FOODS, FEEDS, AND BEVERAGES","PORTLAND, ME",8625338,325820316,8598,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","ST. ALBANS, VT",0,59513287,2981,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","BOSTON, MA",26817274,118882493,4469,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","OGDENSBURG, NY",0,205702171,11778,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","BUFFALO, NY",5008589,291716573,22469,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","NEW YORK CITY, NY",713085769,1596938764,59354,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","PHILADELPHIA, PA",351835192,643732636,12678,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","BALTIMORE, MD",111986441,270980199,7760,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","NORFOLK, VA",79251160,205290097,6169,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","WILMINGTON, NC",5622867,10131641,307,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","CHARLESTON, SC",47668481,138637672,2515,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","SAVANNAH, GA",132484329,947330963,7993,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","TAMPA, FL",67288234,122490354,2524,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","MOBILE, AL",95344455,27885548,878,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","NEW ORLEANS, LA",47233440,190717917,1816,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","NOGALES, AZ",150350,568780397,46388,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","LAREDO, TX",185807,1472319461,78732,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","EL PASO, TX",2179236,124017559,5824,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","SAN DIEGO, CA",57182184,392682427,29595,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","LOS ANGELES, CA",458942530,946406327,30134,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","SAN FRANCISCO, CA",209888299,509193014,13524,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","COLUMBIA-SNAKE, OR",3701293,11230424,326,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","SEATTLE, WA",90157854,436474543,21908,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","ANCHORAGE, AK",269638,1768094,36,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","HONOLULU, HI",4616174,12564675,704,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","GREAT FALLS, MT",4195671,291112327,8980,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","PEMBINA, ND",0,242209616,11003,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","MINNEAPOLIS, MN",7604640,31253317,898,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","DULUTH, MN",0,49759448,1418,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","MILWAUKEE, WI",23220619,3802106,9,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","DETROIT, MI",4557735,710508561,50768,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","CHICAGO, IL",80653047,281451332,9319,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","CLEVELAND, OH",16293341,79056180,2000,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","ST. LOUIS, MO",21407231,48079175,2181,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","SAN JUAN, PR",64906375,83048529,2577,2020-05-01
"FOODS, FEEDS, AND BEVERAGES",U.S. VIRGIN ISLANDS,1147673,3748227,83,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","MIAMI, FL",211542785,518768450,23091,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","HOUSTON-GALVESTON, TX",210557883,418638515,10904,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","WASHINGTON, DC",10615,2707440,137,2020-05-01
"FOODS, FEEDS, AND BEVERAGES","DALLAS-FORT WORTH, TX",6740150,19297015,815,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORTLAND, ME",3093963,231807169,9636,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. ALBANS, VT",0,176396114,13725,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BOSTON, MA",41711584,311750341,7253,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PROVIDENCE, RI",1522,34082094,22,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"OGDENSBURG, NY",12778,1218189619,36799,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BUFFALO, NY",1316280,760442034,44612,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW YORK CITY, NY",587463103,16687502604,80346,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PHILADELPHIA, PA",105900601,684062795,12168,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BALTIMORE, MD",253235810,666218040,16458,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NORFOLK, VA",173900798,443404953,17087,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WILMINGTON, NC",87835350,265101238,7379,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MOBILE, AL",67053255,514787822,5814,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHARLESTON, SC",304455076,920191753,26902,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAVANNAH, GA",373584195,1140258267,50603,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"TAMPA, FL",147246761,403829488,7915,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW ORLEANS, LA",233628612,2093735647,39203,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORT ARTHUR, TX",3845828,464533639,189,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LAREDO, TX",2837595,1128009452,79686,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"EL PASO, TX",4690329,169627520,21315,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN DIEGO, CA",458234,177155322,23457,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NOGALES, AZ",1049277,173912723,6148,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LOS ANGELES, CA",615602994,2743430474,97400,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN FRANCISCO, CA",195440744,954144593,19242,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"COLUMBIA-SNAKE, OR",23529877,133428821,2320,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SEATTLE, WA",151697675,1014183641,46057,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ANCHORAGE, AK",1981005,86982092,3206,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HONOLULU, HI",19021310,63222561,1698,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"GREAT FALLS, MT",26806916,622451719,21100,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PEMBINA, ND",1886,489882465,25822,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MINNEAPOLIS, MN",28035566,293804330,8238,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DULUTH, MN",17930,375005646,14459,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MILWAUKEE, WI",193187,23516287,714,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DETROIT, MI",88305095,1985375970,101586,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHICAGO, IL",207381518,1999808409,66068,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CLEVELAND, OH",136969572,941389124,47475,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. LOUIS, MO",78439522,373887757,13033,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN JUAN, PR",263602997,399862764,2415,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,U.S. VIRGIN ISLANDS,125377,49969435,22,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MIAMI, FL",187239305,499857635,12785,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HOUSTON-GALVESTON, TX",535441147,2182374595,33160,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WASHINGTON, DC",7086,29070179,1147,2020-05-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DALLAS-FORT WORTH, TX",50519866,287583884,14949,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",689023,52744695,1222,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,168197078,4192,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",8784099,391327629,14310,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",7248,202695,9,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",0,246482485,12414,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",1704384,452156121,27200,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",127668621,2495229639,82433,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",11043342,610463677,25072,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",82392477,1077082333,32055,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",33171368,557426814,9906,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",70230026,700076061,19121,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",28636407,288160066,12942,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",143453339,2479935661,67653,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",23528170,229208861,5421,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",19852076,185346271,6719,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",75679058,3506116143,123670,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",0,31939524,52,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",4655447,3034863685,152244,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",8177301,1867816787,64821,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",843918,812088063,45424,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",1154574,859532955,24702,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",351539026,7528532708,167111,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",58466807,2508493940,45297,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",6250508,118266362,3497,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",51732952,1076692311,27015,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",436155,893745222,18856,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",372489,226879689,7721,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",15302413,290595538,8832,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",0,183203522,9916,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",14038968,274632509,12031,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",0,10345272,556,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",1915600,55691910,2386,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",8231757,1292845376,47075,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",98472400,5618479878,155858,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",47591610,3626708023,186487,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",22104038,471255265,14971,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",31875172,305963233,13529,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",5299035,65878615,1948,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,6190,44758,4,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",116532973,1441224644,25445,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",53659,74102527,2206,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",38947767,1547989855,40916,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,3008000,2,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",74242,15266585,2432,2020-05-01
